date,vac_statut,nb_pcr,nb_pcr_sympt,nb_pcr0,nb_pcr_sympt0,hc,hc_pcr,sc,sc_pcr,dc,dc_pcr,pourcent_parmi_vaccines
2023-04-09,Primo dose récente,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-09,Complet de 6 mois ou plus - sans rappel,862.52,138.28,88.61,39.57,14.31,12.18,0.76,0.76,0.28,0.0,22.24
2023-04-09,Complet - avec 2 rappels entre 3 mois et 6 mois,476.43,74.91,42.74,14.78,15.63,11.41,1.64,1.64,0.0,0.0,5.81
2023-04-10,Complet entre 3 mois et 6 mois - sans rappel,22.6,4.22,2.33,1.03,0.0,0.0,0.01,0.01,0.02,0.02,0.07
2023-04-10,Complet - avec 1 rappel de moins de 3 mois,15.38,1.54,3.42,0.08,0.0,0.0,0.0,0.0,0.02,0.02,0.14
2023-04-10,Complet - avec 1 rappel entre 3 mois et 6 mois,75.8,7.63,9.83,2.12,1.55,1.48,1.41,1.17,0.0,0.0,0.43
2023-04-10,Complet - avec 1 rappel de 6 mois ou plus,3785.23,555.2,463.41,135.64,91.18,61.75,10.58,9.13,6.82,5.42,56.9
2023-04-16,Complet - avec 1 rappel de moins de 3 mois,17.47,0.29,1.15,0.0,0.06,0.03,0.0,0.0,0.0,0.0,0.12
2023-04-17,Primo dose récente,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-17,Complet - avec 3 rappels entre 3 et 6 mois ou plus,2058.33,341.85,343.77,154.33,26.47,19.7,2.91,2.91,2.74,1.91,2.95
2023-04-18,Non-vaccinés,3804.42,787.4,372.87,175.77,44.44,31.59,8.42,5.58,5.42,3.85,
2023-04-18,Complet de moins de 3 mois - sans rappel,12.76,0.21,0.18,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04
2023-04-18,Complet - avec 3 rappels de moins de 3 mois,522.79,85.15,62.83,32.39,8.1,6.66,1.38,1.34,0.1,0.0,1.13
2023-04-19,Primo dose récente,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-20,Complet - avec 1 rappel entre 3 mois et 6 mois,127.37,33.11,21.69,10.59,1.13,1.01,0.37,0.37,1.0,0.0,0.42
2023-04-20,Complet - avec 2 rappels de 6 mois ou plus,2546.02,680.24,511.9,230.01,77.55,60.88,9.16,9.16,6.86,6.26,8.65
2023-04-21,Complet - avec 2 rappels entre 3 mois et 6 mois,1575.74,376.01,225.68,115.72,14.39,11.4,1.77,1.15,0.15,0.07,5.65
2023-04-22,Primo dose récente,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-22,Primo dose efficace,163.04,30.14,11.64,5.65,0.44,0.37,1.08,1.0,0.26,0.11,1.03
2023-04-24,Complet - avec 2 rappels de moins de 3 mois,314.75,52.97,22.89,11.87,2.04,2.01,0.0,0.0,0.02,0.0,0.57
2023-04-24,Complet - avec 2 rappels de 6 mois ou plus,4846.28,844.17,728.64,334.45,101.2,75.31,9.23,6.38,5.37,4.14,8.87
2023-04-25,Complet de 6 mois ou plus - sans rappel,3458.27,767.12,397.57,227.17,33.72,23.21,2.46,1.27,5.15,3.29,22.25
2023-04-25,Complet - avec 1 rappel de moins de 3 mois,44.11,10.8,3.32,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2023-04-26,Complet de moins de 3 mois - sans rappel,9.9,1.57,0.01,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.03
2023-04-27,Primo dose récente,0.45,0.1,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-27,Complet de 6 mois ou plus - sans rappel,2348.58,637.09,312.0,171.99,24.59,19.41,0.0,0.0,2.11,2.0,22.25
2023-04-28,Non-vaccinés,2091.72,617.78,259.04,136.78,34.97,21.55,6.14,3.85,8.0,4.0,
2023-04-28,Primo dose récente,1.18,0.06,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-29,Complet de 6 mois ou plus - sans rappel,2297.56,321.96,189.96,89.36,17.77,13.07,2.4,2.4,2.39,2.39,22.25
2023-04-30,Complet - avec 1 rappel de 6 mois ou plus,2344.99,474.06,262.25,81.46,61.45,42.61,10.94,8.94,7.08,4.28,56.97
2023-05-01,Non-vaccinés,1075.81,255.02,108.12,39.42,23.25,17.25,3.82,1.46,4.65,3.21,
2023-05-01,Complet - avec 2 rappels de moins de 3 mois,44.62,9.0,3.44,1.04,3.03,2.03,0.12,0.01,0.02,0.02,0.41
2023-05-02,Non-vaccinés,4088.67,652.52,345.7,164.66,33.28,24.47,3.56,3.24,7.45,7.18,
2023-05-02,Complet - avec 1 rappel de 6 mois ou plus,14818.89,2899.79,1939.52,1142.21,107.89,77.46,13.25,8.84,9.66,6.25,56.98
2023-05-02,Complet - avec 2 rappels entre 3 mois et 6 mois,2403.11,380.83,277.57,146.7,20.47,16.24,3.34,3.19,1.56,0.56,5.34
2023-05-03,Non-vaccinés,2829.16,582.28,299.33,141.19,42.87,31.72,5.22,2.8,4.53,3.53,
2023-05-04,Complet entre 3 mois et 6 mois - sans rappel,19.3,5.64,1.3,1.18,0.26,0.0,0.0,0.0,0.0,0.0,0.07
2023-05-04,Complet de 6 mois ou plus - sans rappel,2042.93,580.73,260.75,142.89,16.31,11.14,2.58,1.0,1.34,1.09,22.25
2023-05-05,Primo dose récente,1.12,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
2023-05-05,Complet - avec 3 rappels entre 3 et 6 mois ou plus,906.29,204.48,128.7,52.93,19.73,14.16,3.59,2.59,3.65,2.59,3.55
2023-05-07,Primo dose efficace,50.72,6.95,2.56,2.25,2.06,2.01,0.0,0.0,0.0,0.0,1.03
2023-05-07,Complet - avec 2 rappels entre 3 mois et 6 mois,354.46,63.22,40.9,7.69,4.76,3.98,1.16,0.07,1.62,1.45,5.21
2023-05-15,Non-vaccinés,3211.91,543.04,211.98,98.75,29.49,22.11,3.56,2.44,3.18,3.18,
2023-05-15,Complet - avec 1 rappel de moins de 3 mois,16.0,6.24,1.17,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.07
2023-05-16,Complet de 6 mois ou plus - sans rappel,1830.93,530.7,213.08,123.64,11.0,8.28,0.78,0.0,0.2,0.0,22.26
2023-05-16,Complet - avec 1 rappel de moins de 3 mois,12.03,2.36,3.14,1.0,0.0,0.0,1.17,1.0,0.0,0.0,0.07
2023-05-17,Complet - avec 1 rappel entre 3 mois et 6 mois,80.65,12.66,11.58,3.54,2.52,2.33,0.0,0.0,0.0,0.0,0.36
2023-05-18,Complet - avec 1 rappel de moins de 3 mois,4.41,0.24,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.07
2023-05-19,Complet de 6 mois ou plus - sans rappel,1747.32,411.93,200.18,113.47,7.97,5.7,2.17,2.17,2.73,2.17,22.27
2023-05-20,Complet de 6 mois ou plus - sans rappel,1772.25,238.85,141.14,75.73,9.89,6.02,0.54,0.54,0.0,0.0,22.27
2023-05-21,Complet - avec 1 rappel de 6 mois ou plus,1939.64,334.33,147.36,50.87,23.88,17.59,5.81,3.81,6.03,5.0,57.04
2023-05-22,Primo dose récente,0.06,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0
2023-05-22,Complet - avec 1 rappel entre 3 mois et 6 mois,134.68,28.4,12.34,5.36,1.14,0.06,0.02,0.02,1.0,1.0,0.35
2023-05-22,Complet - avec 2 rappels de moins de 3 mois,81.21,8.14,3.32,2.2,0.0,0.0,0.04,0.01,0.0,0.0,0.19
2023-05-22,Complet - avec 2 rappels entre 3 mois et 6 mois,1514.92,257.21,141.7,77.98,5.83,5.4,0.22,0.08,1.07,1.07,4.64
2023-05-23,Complet de moins de 3 mois - sans rappel,2.52,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
2023-05-23,Complet - avec 2 rappels de 6 mois ou plus,3132.55,575.79,321.87,162.68,34.21,23.57,3.88,3.43,6.0,4.0,10.14
2023-05-24,Primo dose récente,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-25,Complet - avec 2 rappels de moins de 3 mois,28.06,5.82,2.06,1.05,0.0,0.0,0.01,0.01,0.0,0.0,0.17
2023-05-26,Complet entre 3 mois et 6 mois - sans rappel,9.15,2.15,0.06,0.01,0.0,0.0,0.0,0.0,0.02,0.02,0.06
2021-08-14,Complet de 6 mois ou plus - sans rappel,1233.81,130.23,54.62,22.5,5.98,4.68,0.07,0.05,0.29,0.09,1.34
2021-08-15,Primo dose efficace,6789.05,385.28,223.08,72.17,20.87,15.26,6.5,4.96,4.09,3.85,13.63
2021-08-18,Complet entre 3 mois et 6 mois - sans rappel,23713.38,2444.71,1152.27,444.31,81.34,63.21,15.73,13.77,21.62,18.6,19.24
2021-08-21,Primo dose récente,12918.01,502.17,522.35,216.62,22.18,17.29,4.09,3.65,0.06,0.02,5.36
2021-08-22,Complet de moins de 3 mois - sans rappel,11648.79,1167.19,579.86,217.54,76.19,54.49,20.49,17.88,5.08,3.57,58.91
2021-08-22,Complet entre 3 mois et 6 mois - sans rappel,5051.62,495.39,186.33,72.31,60.88,46.86,11.82,10.7,20.11,16.78,19.76
2021-08-27,Primo dose efficace,47788.4,1950.13,1077.96,384.63,29.31,22.29,7.55,4.31,12.28,9.9,12.89
2021-08-27,Complet entre 3 mois et 6 mois - sans rappel,25916.35,2421.67,1039.8,427.92,73.6,54.06,16.67,12.7,13.69,10.34,20.49
2021-08-30,Primo dose récente,13217.88,732.59,623.34,289.18,21.32,13.87,3.7,1.96,0.08,0.08,3.67
2021-08-30,Complet - avec 1 rappel de moins de 3 mois,1.06,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,Non-vaccinés,64837.33,8072.0,7522.1,3143.62,330.07,232.95,90.67,73.48,58.98,38.78,
2021-09-02,Non-vaccinés,67388.46,7393.98,6751.06,2910.52,300.16,223.13,91.11,70.3,37.03,20.32,
2021-09-04,Non-vaccinés,48439.99,3824.34,3694.86,1390.42,244.04,175.06,85.15,64.31,51.64,30.83,
2021-09-06,Complet - avec 1 rappel de moins de 3 mois,33.52,1.04,0.55,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-11,Non-vaccinés,47133.51,3779.07,2663.88,888.01,192.75,127.13,55.45,43.28,46.06,35.2,
2021-09-14,Non-vaccinés,67553.93,9641.26,4034.18,1617.97,218.53,151.16,51.94,36.74,33.39,25.71,
2021-09-14,Primo dose efficace,14887.52,1248.35,297.35,101.87,27.91,21.59,5.5,4.67,4.05,3.33,7.15
2021-09-16,Primo dose efficace,14169.88,1159.71,285.65,111.78,17.65,15.84,5.83,5.25,2.21,1.12,6.81
2021-09-17,Non-vaccinés,81755.28,8057.58,3590.24,1307.14,150.72,108.32,50.81,35.64,28.5,19.72,
2021-09-18,Complet - avec 2 rappels de moins de 3 mois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-19,Complet - avec 1 rappel de moins de 3 mois,212.33,8.18,2.28,1.0,1.3,0.26,0.0,0.0,0.14,0.14,0.63
2021-09-20,Complet de 6 mois ou plus - sans rappel,9939.43,656.26,240.72,79.19,19.63,12.53,3.49,3.42,6.85,5.06,4.3
2021-09-23,Complet - avec 1 rappel de moins de 3 mois,1123.38,72.71,18.85,2.22,0.09,0.0,0.17,0.17,0.0,0.0,0.96
2021-09-27,Primo dose récente,3805.04,273.96,70.47,30.32,4.09,3.53,0.61,0.37,0.0,0.0,1.16
2021-09-28,Non-vaccinés,56211.1,8096.96,2277.09,934.84,116.87,86.13,34.28,24.99,25.19,14.67,
2021-09-29,Complet de 6 mois ou plus - sans rappel,5843.0,635.02,113.16,48.38,14.13,9.56,4.46,2.53,3.68,2.96,4.35
2021-10-02,Complet - avec 1 rappel de moins de 3 mois,1944.99,81.22,7.11,2.0,2.24,2.0,1.0,1.0,0.07,0.0,1.8
2021-10-04,Complet de moins de 3 mois - sans rappel,45020.31,6772.26,853.69,363.63,22.81,14.7,10.81,9.33,1.37,1.29,46.42
2021-10-10,Complet de moins de 3 mois - sans rappel,7577.95,573.91,96.24,26.24,11.78,8.1,4.51,3.71,2.71,2.17,41.67
2021-10-11,Non-vaccinés,58079.31,6215.06,2414.66,1002.55,88.88,72.03,28.12,20.67,15.81,10.21,
2021-10-12,Complet - avec 1 rappel entre 3 mois et 6 mois,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-13,Complet entre 3 mois et 6 mois - sans rappel,46087.68,5585.35,1119.45,486.64,38.9,32.35,14.0,10.07,6.2,4.45,47.37
2021-10-14,Complet entre 3 mois et 6 mois - sans rappel,40524.13,5650.23,1261.46,594.77,44.56,33.18,11.37,11.02,10.19,9.17,47.4
2021-10-18,Primo dose récente,1761.92,115.54,46.3,23.23,0.58,0.43,0.35,0.2,0.0,0.0,0.72
2021-10-19,Non-vaccinés,44803.38,6374.41,2035.15,928.72,103.47,74.55,31.72,23.39,14.91,12.52,
2021-10-19,Complet - avec 1 rappel de moins de 3 mois,5142.51,340.15,37.51,9.48,3.12,2.77,0.32,0.2,0.12,0.12,3.31
2021-10-23,Complet - avec 1 rappel entre 3 mois et 6 mois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-24,Non-vaccinés,7449.97,851.49,315.9,106.29,55.92,39.52,33.41,24.08,8.56,7.35,
2021-10-24,Complet - avec 1 rappel entre 3 mois et 6 mois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-25,Complet de 6 mois ou plus - sans rappel,13645.33,1258.68,496.66,222.68,37.88,29.4,6.17,5.43,3.69,3.4,7.69
2021-10-27,Complet de moins de 3 mois - sans rappel,23679.8,3156.94,564.18,281.62,21.61,15.86,7.4,7.1,1.53,1.48,29.97
2021-10-28,Primo dose récente,1103.23,112.16,33.28,14.78,1.49,1.36,1.68,1.56,0.0,0.0,0.6
2021-10-29,Complet - avec 1 rappel de moins de 3 mois,4859.4,513.05,61.8,22.35,7.38,6.33,0.35,0.25,0.18,0.06,4.71
2021-10-31,Complet - avec 1 rappel entre 3 mois et 6 mois,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-04,Complet - avec 3 rappels de moins de 3 mois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-06,Primo dose récente,737.49,45.82,21.09,10.09,0.41,0.25,0.32,0.0,0.0,0.0,0.49
2021-11-07,Complet - avec 2 rappels de moins de 3 mois,1.36,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-10,Non-vaccinés,33939.1,6137.17,3647.76,1727.61,129.27,96.73,32.04,28.65,19.31,14.69,
2021-11-11,Complet - avec 2 rappels de moins de 3 mois,3.24,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-12,Complet de moins de 3 mois - sans rappel,23818.8,3262.06,1316.59,624.07,20.76,16.2,5.08,3.58,0.84,0.71,22.45
2021-11-13,Primo dose efficace,3712.56,269.19,92.84,32.06,7.32,4.41,1.25,0.21,1.42,1.4,2.9
2021-11-13,Complet entre 3 mois et 6 mois - sans rappel,50299.24,5612.19,2708.81,1342.37,67.32,55.74,14.17,11.25,6.2,4.85,56.04
2021-11-13,Complet - avec 1 rappel de 6 mois ou plus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-17,Complet - avec 1 rappel entre 3 mois et 6 mois,0.32,0.13,0.16,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-19,Complet de moins de 3 mois - sans rappel,23232.38,3961.04,1388.12,707.62,26.51,22.48,5.91,3.43,1.56,1.32,18.92
2021-11-21,Complet - avec 1 rappel entre 3 mois et 6 mois,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0
2021-11-29,Non-vaccinés,99208.39,21325.88,15453.57,7492.35,338.87,263.55,93.02,78.99,33.09,27.6,
2021-12-05,Complet - avec 1 rappel de moins de 3 mois,6113.3,543.31,135.74,42.56,31.93,26.2,6.64,4.77,12.07,9.43,14.0
2021-12-07,Non-vaccinés,99975.57,23940.03,16945.56,8009.94,486.38,384.1,146.67,114.93,61.73,46.26,
2021-12-10,Primo dose récente,1432.43,287.91,239.97,144.27,11.93,9.61,1.07,0.57,0.0,0.0,0.49
2021-12-10,Primo dose efficace,6478.72,1019.68,529.23,213.33,29.82,23.66,7.02,5.32,1.44,1.1,2.3
2021-12-10,Complet - avec 1 rappel entre 3 mois et 6 mois,1076.73,113.74,36.16,11.55,3.24,2.55,0.49,0.07,1.75,1.23,0.49
2021-12-10,Complet - avec 3 rappels de moins de 3 mois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-11,Complet de moins de 3 mois - sans rappel,13000.5,1706.69,923.89,416.8,36.44,30.66,7.16,6.45,6.13,5.45,8.82
2021-12-11,Complet - avec 3 rappels de moins de 3 mois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-16,Non-vaccinés,89903.43,19121.1,16080.47,7393.8,465.89,351.52,157.96,122.86,77.06,62.2,
2021-12-18,Complet - avec 2 rappels de moins de 3 mois,52.98,6.31,4.36,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.02
2021-12-19,Non-vaccinés,12753.3,2371.96,2233.15,816.31,339.19,262.44,132.51,107.64,62.26,42.98,
2021-12-19,Complet entre 3 mois et 6 mois - sans rappel,24278.87,2980.53,3064.4,1173.76,134.27,105.32,31.43,24.8,17.87,15.17,51.0
2021-12-19,Complet - avec 1 rappel de moins de 3 mois,13047.36,1198.89,535.56,123.88,52.96,41.45,8.62,5.06,15.13,13.6,26.67
2021-12-23,Complet de moins de 3 mois - sans rappel,23854.85,3566.27,3057.15,1238.98,56.11,47.34,14.68,13.92,3.12,2.67,6.65
2021-12-25,Complet - avec 1 rappel de 6 mois ou plus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-30,Complet - avec 3 rappels de moins de 3 mois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04,Complet - avec 2 rappels entre 3 mois et 6 mois,19.12,0.17,1.36,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0
2022-01-10,Primo dose récente,3987.76,816.11,1084.07,506.75,16.09,11.39,1.72,1.66,1.37,1.25,0.77
2022-01-10,Complet de moins de 3 mois - sans rappel,24186.09,5533.5,6683.85,2893.74,89.43,72.77,13.64,12.04,8.43,7.79,4.79
2022-01-10,Complet entre 3 mois et 6 mois - sans rappel,179791.07,53770.98,66795.72,31512.99,414.1,320.65,48.55,38.1,22.13,17.24,35.11
2022-01-10,Complet - avec 1 rappel entre 3 mois et 6 mois,22326.16,1887.27,2766.89,672.17,112.44,81.69,10.95,10.44,9.96,7.52,3.03
2022-01-10,Complet - avec 2 rappels de moins de 3 mois,369.48,46.71,50.48,17.47,1.39,0.02,1.02,1.0,0.03,0.0,0.06
2022-01-11,Complet de moins de 3 mois - sans rappel,20033.14,5001.78,5587.75,2489.39,76.42,60.74,12.56,11.23,8.72,5.13,4.75
2022-01-11,Complet - avec 1 rappel entre 3 mois et 6 mois,19400.12,1674.91,2433.06,594.09,108.73,83.39,10.92,9.2,12.98,9.85,3.14
2022-01-12,Complet - avec 1 rappel de 6 mois ou plus,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-13,Non-vaccinés,95432.22,26336.21,34477.64,15097.87,750.66,574.19,137.78,111.12,94.2,74.21,
2022-01-13,Complet - avec 2 rappels entre 3 mois et 6 mois,20.43,1.05,0.63,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-13,Complet - avec 3 rappels entre 3 et 6 mois ou plus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-14,Complet - avec 3 rappels de moins de 3 mois,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-15,Non-vaccinés,58621.75,14845.15,21660.37,8691.89,653.55,465.1,82.65,59.38,76.13,54.1,
2022-01-16,Complet - avec 1 rappel entre 3 mois et 6 mois,2692.92,349.96,377.94,116.85,87.56,64.92,9.43,7.08,11.81,7.79,3.8
2022-01-18,Primo dose récente,4036.52,1266.5,1715.64,865.83,27.67,21.23,1.99,1.86,1.07,1.0,0.89
2022-01-18,Complet de moins de 3 mois - sans rappel,18212.33,4947.61,5919.66,2788.98,101.14,80.49,7.52,6.84,4.52,2.68,4.52
2022-01-18,Complet - avec 1 rappel de moins de 3 mois,175838.67,37648.44,38759.92,16963.1,549.88,425.63,55.98,49.46,33.91,23.95,51.05
2022-01-19,Primo dose efficace,7000.71,1861.58,2319.01,1064.5,69.51,47.43,7.93,6.12,9.48,8.16,1.66
2022-01-19,Complet - avec 3 rappels entre 3 et 6 mois ou plus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-20,Complet de 6 mois ou plus - sans rappel,40355.26,13643.04,16513.57,8407.55,227.84,187.06,36.22,31.83,45.97,36.75,10.04
2022-01-21,Complet entre 3 mois et 6 mois - sans rappel,99260.2,36698.11,44773.4,23285.96,378.3,279.84,42.81,37.17,25.18,21.01,24.94
2022-01-21,Complet de 6 mois ou plus - sans rappel,39345.59,13262.34,16336.27,8122.88,247.66,197.37,38.07,32.59,36.19,28.86,9.97
2022-01-21,Complet - avec 1 rappel de 6 mois ou plus,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-21,Complet - avec 3 rappels de moins de 3 mois,2.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-22,Complet - avec 1 rappel de moins de 3 mois,105200.42,20174.19,22792.79,9624.95,401.64,299.13,36.55,31.68,42.75,34.12,54.53
2022-01-22,Complet - avec 1 rappel de 6 mois ou plus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-22,Complet - avec 2 rappels de moins de 3 mois,390.47,54.51,70.42,30.35,1.54,0.16,1.0,1.0,0.0,0.0,0.15
2022-01-24,Complet - avec 2 rappels de moins de 3 mois,849.19,140.2,179.86,74.25,4.09,1.38,0.02,0.0,0.0,0.0,0.16
2022-01-25,Primo dose récente,3242.99,1094.37,1502.13,770.01,18.46,16.8,4.7,3.47,1.47,1.19,0.68
2022-01-25,Complet - avec 1 rappel entre 3 mois et 6 mois,24662.02,2640.24,4451.14,1289.02,217.24,174.43,19.69,17.53,31.1,22.77,4.86
2022-01-26,Complet entre 3 mois et 6 mois - sans rappel,85010.28,33385.77,38804.35,21239.9,307.51,237.9,37.66,30.55,34.46,28.55,21.85
2022-01-27,Complet entre 3 mois et 6 mois - sans rappel,74270.96,30293.79,33844.89,19192.19,321.06,236.32,37.29,28.92,29.79,21.9,21.29
2022-01-27,Complet de 6 mois ou plus - sans rappel,32905.75,11832.94,13455.53,7137.24,240.28,184.0,35.31,27.58,38.54,31.5,9.89
2022-01-27,Complet - avec 2 rappels entre 3 mois et 6 mois,31.13,4.3,3.9,1.16,1.0,1.0,0.0,0.0,0.04,0.04,0.0
2022-01-28,Complet de 6 mois ou plus - sans rappel,32004.13,11256.47,13226.18,6804.32,258.11,204.67,32.17,28.34,41.22,31.46,9.9
2022-01-29,Primo dose récente,1384.21,370.38,588.7,246.43,8.0,6.18,1.88,0.59,2.26,2.0,0.52
2022-01-29,Complet - avec 2 rappels de moins de 3 mois,466.34,54.79,77.31,22.7,4.77,2.1,1.02,1.0,0.0,0.0,0.22
2022-01-29,Complet - avec 2 rappels entre 3 mois et 6 mois,8.01,0.16,0.22,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-30,Complet entre 3 mois et 6 mois - sans rappel,11767.95,3464.33,5002.89,2312.43,232.67,176.88,35.8,26.19,25.54,18.22,19.67
2022-01-30,Complet - avec 1 rappel de 6 mois ou plus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-31,Non-vaccinés,103606.71,36839.18,47767.53,23680.99,745.33,559.39,127.42,99.86,96.32,76.66,
2022-01-31,Complet - avec 3 rappels de moins de 3 mois,2.63,0.05,0.17,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,Complet - avec 2 rappels entre 3 mois et 6 mois,42.06,5.43,4.69,2.18,0.01,0.0,0.0,0.0,0.66,0.0,0.0
2022-02-02,Complet de moins de 3 mois - sans rappel,13394.66,3821.27,4240.61,2079.11,108.24,85.47,13.13,10.82,7.09,5.24,4.28
2022-02-03,Complet - avec 1 rappel entre 3 mois et 6 mois,20579.64,2926.38,4568.83,1407.34,259.44,195.04,35.2,27.29,34.02,23.51,6.12
2022-02-03,Complet - avec 2 rappels de moins de 3 mois,693.23,132.41,143.31,57.03,3.75,2.55,0.2,0.17,0.04,0.04,0.25
2022-02-05,Complet - avec 3 rappels de moins de 3 mois,4.16,2.01,2.02,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-06,Primo dose efficace,1039.57,172.66,247.82,86.96,31.5,20.11,4.02,3.74,10.92,8.45,1.77
2022-02-06,Complet de moins de 3 mois - sans rappel,2563.31,434.53,584.2,238.22,54.61,44.37,12.27,8.57,12.32,11.35,4.22
2022-02-06,Complet - avec 1 rappel de moins de 3 mois,27976.81,5065.97,6049.13,2514.97,379.05,283.59,50.12,39.98,45.53,35.24,59.69
2022-02-06,Complet - avec 1 rappel entre 3 mois et 6 mois,3870.1,558.94,717.32,241.78,174.11,131.07,15.06,11.18,40.8,30.33,6.72
2022-02-08,Primo dose récente,796.34,217.43,253.44,132.63,9.08,8.5,1.61,1.49,2.25,2.25,0.31
2022-02-09,Complet de 6 mois ou plus - sans rappel,21188.45,5801.04,6047.43,3045.69,165.75,123.46,26.41,20.0,39.99,30.03,10.41
2022-02-10,Complet - avec 1 rappel de 6 mois ou plus,1.01,1.01,1.01,1.01,0.0,0.0,0.13,0.13,0.0,0.0,0.0
2022-02-10,Complet - avec 2 rappels de moins de 3 mois,701.51,100.39,91.09,43.62,0.87,0.61,0.25,0.25,0.25,0.1,0.32
2022-02-11,Non-vaccinés,37971.02,11258.45,12054.73,5947.96,463.19,357.41,75.28,59.16,78.95,63.98,
2022-02-11,Complet entre 3 mois et 6 mois - sans rappel,26603.13,7828.43,8521.1,4315.78,139.71,112.51,21.84,15.49,23.0,18.58,15.1
2022-02-11,Complet - avec 3 rappels de moins de 3 mois,1.43,0.01,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-13,Primo dose récente,115.34,13.46,23.1,7.81,0.68,0.13,1.0,1.0,1.48,1.28,0.22
2022-02-13,Primo dose efficace,778.35,111.48,164.2,58.34,23.43,15.85,2.1,1.75,11.79,9.33,1.62
2022-02-13,Complet - avec 3 rappels entre 3 et 6 mois ou plus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-14,Primo dose efficace,4053.06,806.83,1022.86,450.91,33.02,25.27,4.87,2.5,10.5,7.48,1.62
2022-02-14,Complet entre 3 mois et 6 mois - sans rappel,29209.8,8612.05,9466.55,5141.01,157.46,116.53,24.03,18.52,11.97,10.13,14.21
