date_reference,semaine_injection,code_categorie,libelle_categorie,effectif_inj_categorie,effectif_inj_toutes_categories,part_categorie,effectif_cumu_inj_categorie,effectif_cumu_inj_ttes_categorie,part_cumu_categorie,categorie,date
2023-01-01,2020-52,1,Médecin Généraliste libéral,60,340,0.173,60,340,0.173,1 - Médecin Généraliste libéral,2021-01-03
2023-01-01,2020-52,2,Spécialiste libéral,,340,,,340,,2 - Spécialiste libéral,2021-01-03
2023-01-01,2020-52,3,Médecin salarié,40,340,0.113,40,340,0.113,3 - Médecin salarié,2021-01-03
2023-01-01,2020-52,4,Pharmacien,230,340,0.693,230,340,0.693,4 - Pharmacien,2021-01-03
2023-01-01,2020-52,5,Infirmier libéral,,340,,,340,,5 - Infirmier libéral,2021-01-03
2023-01-01,2020-52,6,Infirmier salarié,,340,,,340,,6 - Infirmier salarié,2021-01-03
2023-01-01,2020-52,7,Autre,,340,,,340,,7 - Autre,2021-01-03
2023-01-01,2020-53,1,Médecin Généraliste libéral,200,1610,0.123,260,1940,0.132,1 - Médecin Généraliste libéral,2021-01-10
2023-01-01,2020-53,2,Spécialiste libéral,20,1610,0.012,20,1940,0.011,2 - Spécialiste libéral,2021-01-10
2023-01-01,2020-53,3,Médecin salarié,480,1610,0.301,520,1940,0.269,3 - Médecin salarié,2021-01-10
2023-01-01,2020-53,4,Pharmacien,820,1610,0.51,1050,1940,0.541,4 - Pharmacien,2021-01-10
2023-01-01,2020-53,5,Infirmier libéral,50,1610,0.029,50,1940,0.027,5 - Infirmier libéral,2021-01-10
2023-01-01,2020-53,6,Infirmier salarié,20,1610,0.013,20,1940,0.011,6 - Infirmier salarié,2021-01-10
2023-01-01,2020-53,7,Autre,20,1610,0.011,20,1940,0.009,7 - Autre,2021-01-10
2023-01-01,2021-01,1,Médecin Généraliste libéral,8690,43200,0.201,8940,45140,0.198,1 - Médecin Généraliste libéral,2021-01-10
2023-01-01,2021-01,2,Spécialiste libéral,1280,43200,0.03,1300,45140,0.029,2 - Spécialiste libéral,2021-01-10
2023-01-01,2021-01,3,Médecin salarié,31520,43200,0.73,32050,45140,0.71,3 - Médecin salarié,2021-01-10
2023-01-01,2021-01,4,Pharmacien,830,43200,0.019,1880,45140,0.042,4 - Pharmacien,2021-01-10
2023-01-01,2021-01,5,Infirmier libéral,20,43200,0.001,80,45140,0.002,5 - Infirmier libéral,2021-01-10
2023-01-01,2021-01,6,Infirmier salarié,420,43200,0.01,440,45140,0.01,6 - Infirmier salarié,2021-01-10
2023-01-01,2021-01,7,Autre,440,43200,0.01,450,45140,0.01,7 - Autre,2021-01-10
2023-01-01,2021-02,1,Médecin Généraliste libéral,41130,157090,0.262,50080,202240,0.248,1 - Médecin Généraliste libéral,2021-01-17
2023-01-01,2021-02,2,Spécialiste libéral,4510,157090,0.029,5820,202240,0.029,2 - Spécialiste libéral,2021-01-17
2023-01-01,2021-02,3,Médecin salarié,107930,157090,0.687,139970,202240,0.692,3 - Médecin salarié,2021-01-17
2023-01-01,2021-02,4,Pharmacien,1390,157090,0.009,3270,202240,0.016,4 - Pharmacien,2021-01-17
2023-01-01,2021-02,5,Infirmier libéral,170,157090,0.001,250,202240,0.001,5 - Infirmier libéral,2021-01-17
2023-01-01,2021-02,6,Infirmier salarié,1080,157090,0.007,1530,202240,0.008,6 - Infirmier salarié,2021-01-17
2023-01-01,2021-02,7,Autre,880,157090,0.006,1330,202240,0.007,7 - Autre,2021-01-17
2023-01-01,2021-03,1,Médecin Généraliste libéral,107500,284820,0.377,157580,487050,0.324,1 - Médecin Généraliste libéral,2021-01-24
2023-01-01,2021-03,2,Spécialiste libéral,3960,284820,0.014,9780,487050,0.02,2 - Spécialiste libéral,2021-01-24
2023-01-01,2021-03,3,Médecin salarié,165830,284820,0.582,305810,487050,0.628,3 - Médecin salarié,2021-01-24
2023-01-01,2021-03,4,Pharmacien,2240,284820,0.008,5500,487050,0.011,4 - Pharmacien,2021-01-24
2023-01-01,2021-03,5,Infirmier libéral,620,284820,0.002,870,487050,0.002,5 - Infirmier libéral,2021-01-24
2023-01-01,2021-03,6,Infirmier salarié,3590,284820,0.013,5110,487050,0.01,6 - Infirmier salarié,2021-01-24
2023-01-01,2021-03,7,Autre,1080,284820,0.004,2410,487050,0.005,7 - Autre,2021-01-24
2023-01-01,2021-04,1,Médecin Généraliste libéral,83300,222740,0.374,240880,709790,0.339,1 - Médecin Généraliste libéral,2021-01-31
2023-01-01,2021-04,2,Spécialiste libéral,3020,222740,0.014,12790,709790,0.018,2 - Spécialiste libéral,2021-01-31
2023-01-01,2021-04,3,Médecin salarié,130600,222740,0.586,436410,709790,0.615,3 - Médecin salarié,2021-01-31
2023-01-01,2021-04,4,Pharmacien,2110,222740,0.009,7610,709790,0.011,4 - Pharmacien,2021-01-31
2023-01-01,2021-04,5,Infirmier libéral,480,222740,0.002,1350,709790,0.002,5 - Infirmier libéral,2021-01-31
2023-01-01,2021-04,6,Infirmier salarié,2180,222740,0.01,7290,709790,0.01,6 - Infirmier salarié,2021-01-31
2023-01-01,2021-04,7,Autre,1060,222740,0.005,3470,709790,0.005,7 - Autre,2021-01-31
2023-01-01,2021-05,1,Médecin Généraliste libéral,69970,221510,0.316,310840,931300,0.334,1 - Médecin Généraliste libéral,2021-02-07
2023-01-01,2021-05,2,Spécialiste libéral,3800,221510,0.017,16590,931300,0.018,2 - Spécialiste libéral,2021-02-07
2023-01-01,2021-05,3,Médecin salarié,141120,221510,0.637,577530,931300,0.62,3 - Médecin salarié,2021-02-07
2023-01-01,2021-05,4,Pharmacien,2150,221510,0.01,9760,931300,0.01,4 - Pharmacien,2021-02-07
2023-01-01,2021-05,5,Infirmier libéral,590,221510,0.003,1940,931300,0.002,5 - Infirmier libéral,2021-02-07
2023-01-01,2021-05,6,Infirmier salarié,2950,221510,0.013,10240,931300,0.011,6 - Infirmier salarié,2021-02-07
2023-01-01,2021-05,7,Autre,930,221510,0.004,4390,931300,0.005,7 - Autre,2021-02-07
2023-01-01,2021-06,1,Médecin Généraliste libéral,124620,355440,0.351,435460,1286740,0.338,1 - Médecin Généraliste libéral,2021-02-14
2023-01-01,2021-06,2,Spécialiste libéral,6140,355440,0.017,22730,1286740,0.018,2 - Spécialiste libéral,2021-02-14
2023-01-01,2021-06,3,Médecin salarié,212670,355440,0.598,790200,1286740,0.614,3 - Médecin salarié,2021-02-14
2023-01-01,2021-06,4,Pharmacien,3430,355440,0.01,13190,1286740,0.01,4 - Pharmacien,2021-02-14
2023-01-01,2021-06,5,Infirmier libéral,900,355440,0.003,2830,1286740,0.002,5 - Infirmier libéral,2021-02-14
2023-01-01,2021-06,6,Infirmier salarié,5220,355440,0.015,15460,1286740,0.012,6 - Infirmier salarié,2021-02-14
2023-01-01,2021-06,7,Autre,2480,355440,0.007,6870,1286740,0.005,7 - Autre,2021-02-14
2023-01-01,2021-07,1,Médecin Généraliste libéral,105110,289020,0.364,540570,1575760,0.343,1 - Médecin Généraliste libéral,2021-02-21
2023-01-01,2021-07,2,Spécialiste libéral,5960,289020,0.021,28690,1575760,0.018,2 - Spécialiste libéral,2021-02-21
2023-01-01,2021-07,3,Médecin salarié,167550,289020,0.58,957740,1575760,0.608,3 - Médecin salarié,2021-02-21
2023-01-01,2021-07,4,Pharmacien,3160,289020,0.011,16350,1575760,0.01,4 - Pharmacien,2021-02-21
2023-01-01,2021-07,5,Infirmier libéral,930,289020,0.003,3760,1575760,0.002,5 - Infirmier libéral,2021-02-21
2023-01-01,2021-07,6,Infirmier salarié,4410,289020,0.015,19870,1575760,0.013,6 - Infirmier salarié,2021-02-21
2023-01-01,2021-07,7,Autre,1910,289020,0.007,8780,1575760,0.006,7 - Autre,2021-02-21
2023-01-01,2021-08,1,Médecin Généraliste libéral,177040,305610,0.579,717610,1881370,0.381,1 - Médecin Généraliste libéral,2021-02-28
2023-01-01,2021-08,2,Spécialiste libéral,5460,305610,0.018,34140,1881370,0.018,2 - Spécialiste libéral,2021-02-28
2023-01-01,2021-08,3,Médecin salarié,113740,305610,0.372,1071480,1881370,0.57,3 - Médecin salarié,2021-02-28
2023-01-01,2021-08,4,Pharmacien,3430,305610,0.011,19770,1881370,0.011,4 - Pharmacien,2021-02-28
2023-01-01,2021-08,5,Infirmier libéral,1750,305610,0.006,5510,1881370,0.003,5 - Infirmier libéral,2021-02-28
2023-01-01,2021-08,6,Infirmier salarié,3420,305610,0.011,23290,1881370,0.012,6 - Infirmier salarié,2021-02-28
2023-01-01,2021-08,7,Autre,780,305610,0.003,9560,1881370,0.005,7 - Autre,2021-02-28
2023-01-01,2021-09,1,Médecin Généraliste libéral,360460,508400,0.709,1078070,2389770,0.451,1 - Médecin Généraliste libéral,2021-03-07
2023-01-01,2021-09,2,Spécialiste libéral,8420,508400,0.017,42560,2389770,0.018,2 - Spécialiste libéral,2021-03-07
2023-01-01,2021-09,3,Médecin salarié,125770,508400,0.247,1197260,2389770,0.501,3 - Médecin salarié,2021-03-07
2023-01-01,2021-09,4,Pharmacien,5710,508400,0.011,25490,2389770,0.011,4 - Pharmacien,2021-03-07
2023-01-01,2021-09,5,Infirmier libéral,3680,508400,0.007,9190,2389770,0.004,5 - Infirmier libéral,2021-03-07
2023-01-01,2021-09,6,Infirmier salarié,3630,508400,0.007,26910,2389770,0.011,6 - Infirmier salarié,2021-03-07
2023-01-01,2021-09,7,Autre,720,508400,0.001,10290,2389770,0.004,7 - Autre,2021-03-07
2023-01-01,2021-10,1,Médecin Généraliste libéral,553110,720770,0.767,1631180,3110540,0.524,1 - Médecin Généraliste libéral,2021-03-14
2023-01-01,2021-10,2,Spécialiste libéral,10510,720770,0.015,53070,3110540,0.017,2 - Spécialiste libéral,2021-03-14
2023-01-01,2021-10,3,Médecin salarié,135270,720770,0.188,1332530,3110540,0.428,3 - Médecin salarié,2021-03-14
2023-01-01,2021-10,4,Pharmacien,12080,720770,0.017,37570,3110540,0.012,4 - Pharmacien,2021-03-14
2023-01-01,2021-10,5,Infirmier libéral,5890,720770,0.008,15080,3110540,0.005,5 - Infirmier libéral,2021-03-14
2023-01-01,2021-10,6,Infirmier salarié,3480,720770,0.005,30390,3110540,0.01,6 - Infirmier salarié,2021-03-14
2023-01-01,2021-10,7,Autre,440,720770,0.001,10730,3110540,0.003,7 - Autre,2021-03-14
2023-01-01,2021-11,1,Médecin Généraliste libéral,180940,294960,0.613,1812120,3405500,0.532,1 - Médecin Généraliste libéral,2021-03-21
2023-01-01,2021-11,2,Spécialiste libéral,4690,294960,0.016,57770,3405500,0.017,2 - Spécialiste libéral,2021-03-21
2023-01-01,2021-11,3,Médecin salarié,76790,294960,0.26,1409310,3405500,0.414,3 - Médecin salarié,2021-03-21
2023-01-01,2021-11,4,Pharmacien,27200,294960,0.092,64770,3405500,0.019,4 - Pharmacien,2021-03-21
2023-01-01,2021-11,5,Infirmier libéral,3400,294960,0.012,18480,3405500,0.005,5 - Infirmier libéral,2021-03-21
2023-01-01,2021-11,6,Infirmier salarié,1840,294960,0.006,32220,3405500,0.009,6 - Infirmier salarié,2021-03-21
2023-01-01,2021-11,7,Autre,110,294960,0.0,10830,3405500,0.003,7 - Autre,2021-03-21
2023-01-01,2021-12,1,Médecin Généraliste libéral,389290,653780,0.595,2201410,4059280,0.542,1 - Médecin Généraliste libéral,2021-03-28
2023-01-01,2021-12,2,Spécialiste libéral,5620,653780,0.009,63380,4059280,0.016,2 - Spécialiste libéral,2021-03-28
2023-01-01,2021-12,3,Médecin salarié,85730,653780,0.131,1495040,4059280,0.368,3 - Médecin salarié,2021-03-28
2023-01-01,2021-12,4,Pharmacien,163160,653780,0.25,227930,4059280,0.056,4 - Pharmacien,2021-03-28
2023-01-01,2021-12,5,Infirmier libéral,7120,653780,0.011,25590,4059280,0.006,5 - Infirmier libéral,2021-03-28
2023-01-01,2021-12,6,Infirmier salarié,2590,653780,0.004,34810,4059280,0.009,6 - Infirmier salarié,2021-03-28
2023-01-01,2021-12,7,Autre,280,653780,0.0,11120,4059280,0.003,7 - Autre,2021-03-28
2023-01-01,2021-13,1,Médecin Généraliste libéral,276990,568980,0.487,2478400,4628250,0.535,1 - Médecin Généraliste libéral,2021-04-04
2023-01-01,2021-13,2,Spécialiste libéral,5780,568980,0.01,69160,4628250,0.015,2 - Spécialiste libéral,2021-04-04
2023-01-01,2021-13,3,Médecin salarié,120180,568980,0.211,1615220,4628250,0.349,3 - Médecin salarié,2021-04-04
2023-01-01,2021-13,4,Pharmacien,154390,568980,0.271,382320,4628250,0.083,4 - Pharmacien,2021-04-04
2023-01-01,2021-13,5,Infirmier libéral,7590,568980,0.013,33180,4628250,0.007,5 - Infirmier libéral,2021-04-04
2023-01-01,2021-13,6,Infirmier salarié,3930,568980,0.007,38740,4628250,0.008,6 - Infirmier salarié,2021-04-04
2023-01-01,2021-13,7,Autre,120,568980,0.0,11230,4628250,0.002,7 - Autre,2021-04-04
2023-01-01,2021-14,1,Médecin Généraliste libéral,270220,552200,0.489,2748620,5180450,0.531,1 - Médecin Généraliste libéral,2021-04-11
2023-01-01,2021-14,2,Spécialiste libéral,6620,552200,0.012,75780,5180450,0.015,2 - Spécialiste libéral,2021-04-11
2023-01-01,2021-14,3,Médecin salarié,106070,552200,0.192,1721290,5180450,0.332,3 - Médecin salarié,2021-04-11
2023-01-01,2021-14,4,Pharmacien,147660,552200,0.267,529980,5180450,0.102,4 - Pharmacien,2021-04-11
2023-01-01,2021-14,5,Infirmier libéral,15990,552200,0.029,49170,5180450,0.009,5 - Infirmier libéral,2021-04-11
2023-01-01,2021-14,6,Infirmier salarié,5290,552200,0.01,44040,5180450,0.009,6 - Infirmier salarié,2021-04-11
2023-01-01,2021-14,7,Autre,350,552200,0.001,11580,5180450,0.002,7 - Autre,2021-04-11
2023-01-01,2021-15,1,Médecin Généraliste libéral,268890,622320,0.432,3017500,5802780,0.52,1 - Médecin Généraliste libéral,2021-04-18
2023-01-01,2021-15,2,Spécialiste libéral,5210,622320,0.008,81000,5802780,0.014,2 - Spécialiste libéral,2021-04-18
2023-01-01,2021-15,3,Médecin salarié,107250,622320,0.172,1828530,5802780,0.315,3 - Médecin salarié,2021-04-18
2023-01-01,2021-15,4,Pharmacien,206730,622320,0.332,736710,5802780,0.127,4 - Pharmacien,2021-04-18
2023-01-01,2021-15,5,Infirmier libéral,26010,622320,0.042,75180,5802780,0.013,5 - Infirmier libéral,2021-04-18
2023-01-01,2021-15,6,Infirmier salarié,7780,622320,0.013,51820,5802780,0.009,6 - Infirmier salarié,2021-04-18
2023-01-01,2021-15,7,Autre,460,622320,0.001,12050,5802780,0.002,7 - Autre,2021-04-18
2023-01-01,2021-16,1,Médecin Généraliste libéral,181280,439580,0.412,3198780,6242360,0.512,1 - Médecin Généraliste libéral,2021-04-25
2023-01-01,2021-16,2,Spécialiste libéral,4480,439580,0.01,85480,6242360,0.014,2 - Spécialiste libéral,2021-04-25
2023-01-01,2021-16,3,Médecin salarié,108200,439580,0.246,1936740,6242360,0.31,3 - Médecin salarié,2021-04-25
2023-01-01,2021-16,4,Pharmacien,116640,439580,0.265,853350,6242360,0.137,4 - Pharmacien,2021-04-25
2023-01-01,2021-16,5,Infirmier libéral,20640,439580,0.047,95810,6242360,0.015,5 - Infirmier libéral,2021-04-25
2023-01-01,2021-16,6,Infirmier salarié,7940,439580,0.018,59760,6242360,0.01,6 - Infirmier salarié,2021-04-25
2023-01-01,2021-16,7,Autre,390,439580,0.001,12440,6242360,0.002,7 - Autre,2021-04-25
2023-01-01,2021-17,1,Médecin Généraliste libéral,173890,445310,0.39,3372670,6687660,0.504,1 - Médecin Généraliste libéral,2021-05-02
2023-01-01,2021-17,2,Spécialiste libéral,4730,445310,0.011,90220,6687660,0.013,2 - Spécialiste libéral,2021-05-02
2023-01-01,2021-17,3,Médecin salarié,107920,445310,0.242,2044650,6687660,0.306,3 - Médecin salarié,2021-05-02
2023-01-01,2021-17,4,Pharmacien,131540,445310,0.295,984890,6687660,0.147,4 - Pharmacien,2021-05-02
2023-01-01,2021-17,5,Infirmier libéral,19980,445310,0.045,115800,6687660,0.017,5 - Infirmier libéral,2021-05-02
2023-01-01,2021-17,6,Infirmier salarié,6880,445310,0.015,66640,6687660,0.01,6 - Infirmier salarié,2021-05-02
2023-01-01,2021-17,7,Autre,360,445310,0.001,12800,6687660,0.002,7 - Autre,2021-05-02
2023-01-01,2021-18,1,Médecin Généraliste libéral,200270,450250,0.445,3572940,7137910,0.501,1 - Médecin Généraliste libéral,2021-05-09
2023-01-01,2021-18,2,Spécialiste libéral,7450,450250,0.017,97670,7137910,0.014,2 - Spécialiste libéral,2021-05-09
2023-01-01,2021-18,3,Médecin salarié,102750,450250,0.228,2147400,7137910,0.301,3 - Médecin salarié,2021-05-09
2023-01-01,2021-18,4,Pharmacien,110740,450250,0.246,1095630,7137910,0.153,4 - Pharmacien,2021-05-09
2023-01-01,2021-18,5,Infirmier libéral,19840,450250,0.044,135640,7137910,0.019,5 - Infirmier libéral,2021-05-09
2023-01-01,2021-18,6,Infirmier salarié,8410,450250,0.019,75050,7137910,0.011,6 - Infirmier salarié,2021-05-09
2023-01-01,2021-18,7,Autre,800,450250,0.002,13590,7137910,0.002,7 - Autre,2021-05-09
2023-01-01,2021-19,1,Médecin Généraliste libéral,178900,355840,0.503,3751840,7493750,0.501,1 - Médecin Généraliste libéral,2021-05-16
2023-01-01,2021-19,2,Spécialiste libéral,3460,355840,0.01,101130,7493750,0.013,2 - Spécialiste libéral,2021-05-16
2023-01-01,2021-19,3,Médecin salarié,62210,355840,0.175,2209610,7493750,0.295,3 - Médecin salarié,2021-05-16
2023-01-01,2021-19,4,Pharmacien,88630,355840,0.249,1184260,7493750,0.158,4 - Pharmacien,2021-05-16
2023-01-01,2021-19,5,Infirmier libéral,16260,355840,0.046,151900,7493750,0.02,5 - Infirmier libéral,2021-05-16
2023-01-01,2021-19,6,Infirmier salarié,5910,355840,0.017,80950,7493750,0.011,6 - Infirmier salarié,2021-05-16
2023-01-01,2021-19,7,Autre,470,355840,0.001,14070,7493750,0.002,7 - Autre,2021-05-16
2023-01-01,2021-20,1,Médecin Généraliste libéral,266110,458560,0.58,4017940,7952310,0.505,1 - Médecin Généraliste libéral,2021-05-23
2023-01-01,2021-20,2,Spécialiste libéral,4690,458560,0.01,105820,7952310,0.013,2 - Spécialiste libéral,2021-05-23
2023-01-01,2021-20,3,Médecin salarié,71630,458560,0.156,2281240,7952310,0.287,3 - Médecin salarié,2021-05-23
2023-01-01,2021-20,4,Pharmacien,87700,458560,0.191,1271960,7952310,0.16,4 - Pharmacien,2021-05-23
2023-01-01,2021-20,5,Infirmier libéral,20280,458560,0.044,172170,7952310,0.022,5 - Infirmier libéral,2021-05-23
2023-01-01,2021-20,6,Infirmier salarié,7750,458560,0.017,88700,7952310,0.011,6 - Infirmier salarié,2021-05-23
2023-01-01,2021-20,7,Autre,410,458560,0.001,14480,7952310,0.002,7 - Autre,2021-05-23
2023-01-01,2021-21,1,Médecin Généraliste libéral,314540,546860,0.575,4332480,8499170,0.51,1 - Médecin Généraliste libéral,2021-05-30
2023-01-01,2021-21,2,Spécialiste libéral,5160,546860,0.009,110970,8499170,0.013,2 - Spécialiste libéral,2021-05-30
2023-01-01,2021-21,3,Médecin salarié,59750,546860,0.109,2340980,8499170,0.275,3 - Médecin salarié,2021-05-30
2023-01-01,2021-21,4,Pharmacien,136620,546860,0.25,1408580,8499170,0.166,4 - Pharmacien,2021-05-30
2023-01-01,2021-21,5,Infirmier libéral,21170,546860,0.039,193340,8499170,0.023,5 - Infirmier libéral,2021-05-30
2023-01-01,2021-21,6,Infirmier salarié,9110,546860,0.017,97810,8499170,0.012,6 - Infirmier salarié,2021-05-30
2023-01-01,2021-21,7,Autre,530,546860,0.001,15000,8499170,0.002,7 - Autre,2021-05-30
2023-01-01,2021-22,1,Médecin Généraliste libéral,410330,846230,0.485,4742810,9345400,0.508,1 - Médecin Généraliste libéral,2021-06-06
2023-01-01,2021-22,2,Spécialiste libéral,5700,846230,0.007,116670,9345400,0.012,2 - Spécialiste libéral,2021-06-06
2023-01-01,2021-22,3,Médecin salarié,82240,846230,0.097,2423230,9345400,0.259,3 - Médecin salarié,2021-06-06
2023-01-01,2021-22,4,Pharmacien,308640,846230,0.365,1717220,9345400,0.184,4 - Pharmacien,2021-06-06
2023-01-01,2021-22,5,Infirmier libéral,27360,846230,0.032,220700,9345400,0.024,5 - Infirmier libéral,2021-06-06
2023-01-01,2021-22,6,Infirmier salarié,11490,846230,0.014,109300,9345400,0.012,6 - Infirmier salarié,2021-06-06
2023-01-01,2021-22,7,Autre,480,846230,0.001,15490,9345400,0.002,7 - Autre,2021-06-06
2023-01-01,2021-23,1,Médecin Généraliste libéral,346100,741750,0.467,5088900,10087150,0.504,1 - Médecin Généraliste libéral,2021-06-13
